Date,Time,RA,DEC,T-mag,N-mag,delta,deldot,S-O-T,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,Sky_SNR
2025-Jun-14,00:00,07 08 23.72,+11 10 27.1,37.352,25.265,17.1189210391334,22.2329892,26.5859,1.6104,0.1355945,90.496202,38.389260,n.a.,n.a.
2025-Jun-14,04:00,07 08 25.94,+11 10 26.9,37.353,25.266,17.1210577240514,22.1634502,26.4505,1.6027,0.1357157,90.535432,38.273538,n.a.,n.a.
2025-Jun-14,08:00,07 08 28.15,+11 10 26.7,37.353,25.266,17.1231877118047,22.0938341,26.3153,1.5951,0.1358361,90.574577,38.157748,n.a.,n.a.
2025-Jun-14,12:00,07 08 30.37,+11 10 26.4,37.354,25.266,17.1253109949624,22.0241408,26.1803,1.5874,0.1359558,90.613638,38.041887,n.a.,n.a.
2025-Jun-14,16:00,07 08 32.58,+11 10 26.1,37.355,25.266,17.1274275660799,21.9543700,26.0455,1.5798,0.1360747,90.652615,37.925956,n.a.,n.a.
2025-Jun-14,20:00,07 08 34.80,+11 10 25.8,37.356,25.266,17.1295374176982,21.8845217,25.9108,1.5721,0.1361928,90.691510,37.809953,n.a.,n.a.
2025-Jun-15,00:00,07 08 37.03,+11 10 25.5,37.356,25.266,17.1316405423434,21.8145956,25.7762,1.5644,0.1363101,90.730323,37.693878,n.a.,n.a.
2025-Jun-15,04:00,07 08 39.25,+11 10 25.1,37.357,25.267,17.1337369325260,21.7445917,25.6419,1.5568,0.1364267,90.769056,37.577728,n.a.,n.a.
2025-Jun-15,08:00,07 08 41.48,+11 10 24.8,37.358,25.267,17.1358265807407,21.6745097,25.5077,1.5491,0.1365425,90.807710,37.461505,n.a.,n.a.
2025-Jun-15,12:00,07 08 43.70,+11 10 24.4,37.359,25.267,17.1379094794660,21.6043494,25.3737,1.5415,0.1366576,90.846285,37.345206,n.a.,n.a.
2025-Jun-15,16:00,07 08 45.93,+11 10 24.0,37.359,25.267,17.1399856211636,21.5341108,25.2399,1.5339,0.1367719,90.884783,37.228832,n.a.,n.a.
2025-Jun-15,20:00,07 08 48.16,+11 10 23.5,37.360,25.267,17.1420549982784,21.4637936,25.1062,1.5262,0.1368854,90.923204,37.112380,n.a.,n.a.
2025-Jun-16,00:00,07 08 50.40,+11 10 23.1,37.361,25.267,17.1441176032384,21.3933976,24.9728,1.5186,0.1369981,90.961550,36.995851,n.a.,n.a.
2025-Jun-16,04:00,07 08 52.63,+11 10 22.6,37.362,25.268,17.1461734284543,21.3229227,24.8395,1.5109,0.1371100,90.999821,36.879243,n.a.,n.a.
2025-Jun-16,08:00,07 08 54.87,+11 10 22.1,37.362,25.268,17.1482224663200,21.2523687,24.7064,1.5033,0.1372212,91.038018,36.762556,n.a.,n.a.
2025-Jun-16,12:00,07 08 57.11,+11 10 21.5,37.363,25.268,17.1502647092120,21.1817354,24.5735,1.4957,0.1373316,91.076143,36.645789,n.a.,n.a.
2025-Jun-16,16:00,07 08 59.35,+11 10 21.0,37.364,25.268,17.1523001494902,21.1110226,24.4408,1.4880,0.1374412,91.114196,36.528941,n.a.,n.a.
2025-Jun-16,20:00,07 09 01.59,+11 10 20.4,37.365,25.268,17.1543287794977,21.0402302,24.3083,1.4804,0.1375501,91.152178,36.412012,n.a.,n.a.
2025-Jun-17,00:00,07 09 03.83,+11 10 19.8,37.365,25.268,17.1563505915617,20.9693580,24.1760,1.4728,0.1376581,91.190089,36.295000,n.a.,n.a.
2025-Jun-17,04:00,07 09 06.08,+11 10 19.2,37.366,25.269,17.1583655779931,20.8984059,24.0439,1.4652,0.1377654,91.227932,36.177905,n.a.,n.a.
2025-Jun-17,08:00,07 09 08.32,+11 10 18.6,37.367,25.269,17.1603737310882,20.8273736,23.9120,1.4576,0.1378719,91.265706,36.060727,n.a.,n.a.
2025-Jun-17,12:00,07 09 10.57,+11 10 17.9,37.368,25.269,17.1623750431283,20.7562611,23.7803,1.4500,0.1379776,91.303413,35.943465,n.a.,n.a.
2025-Jun-17,16:00,07 09 12.82,+11 10 17.2,37.368,25.269,17.1643695063813,20.6850681,23.6489,1.4424,0.1380825,91.341052,35.826117,n.a.,n.a.
2025-Jun-17,20:00,07 09 15.08,+11 10 16.5,37.369,25.269,17.1663571131021,20.6137947,23.5176,1.4348,0.1381866,91.378626,35.708684,n.a.,n.a.
2025-Jun-18,00:00,07 09 17.33,+11 10 15.8,37.370,25.269,17.1683378555340,20.5424406,23.3866,1.4272,0.1382899,91.416135,35.591166,n.a.,n.a.
2025-Jun-18,04:00,07 09 19.59,+11 10 15.0,37.371,25.270,17.1703117259098,20.4710057,23.2558,1.4196,0.1383924,91.453579,35.473560,n.a.,n.a.
2025-Jun-18,08:00,07 09 21.84,+11 10 14.2,37.371,25.270,17.1722787164531,20.3994901,23.1252,1.4120,0.1384941,91.490960,35.355868,n.a.,n.a.
2025-Jun-18,12:00,07 09 24.10,+11 10 13.5,37.372,25.270,17.1742388193798,20.3278935,22.9948,1.4044,0.1385950,91.528278,35.238089,n.a.,n.a.
2025-Jun-18,16:00,07 09 26.36,+11 10 12.6,37.373,25.270,17.1761920268998,20.2562160,22.8647,1.3969,0.1386950,91.565534,35.120221,n.a.,n.a.
2025-Jun-18,20:00,07 09 28.62,+11 10 11.8,37.374,25.270,17.1781383312190,20.1844574,22.7348,1.3893,0.1387943,91.602728,35.002266,n.a.,n.a.
2025-Jun-19,00:00,07 09 30.89,+11 10 10.9,37.374,25.270,17.1800777245409,20.1126179,22.6052,1.3818,0.1388927,91.639861,34.884222,n.a.,n.a.
2025-Jun-19,04:00,07 09 33.15,+11 10 10.0,37.375,25.270,17.1820101990690,20.0406974,22.4758,1.3742,0.1389904,91.676935,34.766089,n.a.,n.a.
2025-Jun-19,08:00,07 09 35.42,+11 10 09.1,37.376,25.271,17.1839357470094,19.9686959,22.3466,1.3667,0.1390872,91.713948,34.647867,n.a.,n.a.
2025-Jun-19,12:00,07 09 37.69,+11 10 08.2,37.377,25.271,17.1858543605730,19.8966136,22.2178,1.3592,0.1391831,91.750903,34.529557,n.a.,n.a.
2025-Jun-19,16:00,07 09 39.96,+11 10 07.3,37.377,25.271,17.1877660319783,19.8244504,22.0891,1.3516,0.1392783,91.787800,34.411157,n.a.,n.a.
2025-Jun-19,20:00,07 09 42.23,+11 10 06.3,37.378,25.271,17.1896707534547,19.7522066,21.9607,1.3441,0.1393726,91.824638,34.292668,n.a.,n.a.
2025-Jun-20,00:00,07 09 44.50,+11 10 05.3,37.379,25.271,17.1915685172450,19.6798823,21.8326,1.3366,0.1394660,91.861420,34.174089,n.a.,n.a.
2025-Jun-20,04:00,07 09 46.77,+11 10 04.3,37.379,25.271,17.1934593156096,19.6074777,21.7048,1.3291,0.1395586,91.898145,34.055422,n.a.,n.a.
2025-Jun-20,08:00,07 09 49.05,+11 10 03.2,37.380,25.271,17.1953431408295,19.5349930,21.5773,1.3217,0.1396504,91.934814,33.936665,n.a.,n.a.
2025-Jun-20,12:00,07 09 51.33,+11 10 02.2,37.381,25.272,17.1972199852099,19.4624285,21.4500,1.3142,0.1397413,91.971427,33.817819,n.a.,n.a.
2025-Jun-20,16:00,07 09 53.61,+11 10 01.1,37.382,25.272,17.1990898410848,19.3897845,21.3230,1.3067,0.1398313,92.007984,33.698885,n.a.,n.a.
2025-Jun-20,20:00,07 09 55.88,+11 10 00.0,37.382,25.272,17.2009527008206,19.3170614,21.1963,1.2993,0.1399205,92.044487,33.579862,n.a.,n.a.
2025-Jun-21,00:00,07 09 58.17,+11 09 58.9,37.383,25.272,17.2028085568208,19.2442596,21.0699,1.2918,0.1400088,92.080935,33.460752,n.a.,n.a.
2025-Jun-21,04:00,07 10 00.45,+11 09 57.7,37.384,25.272,17.2046574015300,19.1713795,20.9438,1.2844,0.1400962,92.117329,33.341553,n.a.,n.a.
2025-Jun-21,08:00,07 10 02.73,+11 09 56.5,37.385,25.272,17.2064992274393,19.0984217,20.8180,1.2770,0.1401828,92.153669,33.222268,n.a.,n.a.
2025-Jun-21,12:00,07 10 05.02,+11 09 55.3,37.385,25.272,17.2083340270902,19.0253866,20.6925,1.2696,0.1402685,92.189956,33.102896,n.a.,n.a.
2025-Jun-21,16:00,07 10 07.30,+11 09 54.1,37.386,25.273,17.2101617930803,18.9522750,20.5673,1.2622,0.1403532,92.226189,32.983438,n.a.,n.a.
2025-Jun-21,20:00,07 10 09.59,+11 09 52.9,37.387,25.273,17.2119825180681,18.8790874,20.4424,1.2548,0.1404371,92.262369,32.863895,n.a.,n.a.
2025-Jun-22,00:00,07 10 11.88,+11 09 51.6,37.387,25.273,17.2137961947776,18.8058246,20.3179,1.2475,0.1405201,92.298497,32.744267,n.a.,n.a.
2025-Jun-22,04:00,07 10 14.17,+11 09 50.3,37.388,25.273,17.2156028160044,18.7324873,20.1937,1.2401,0.1406022,92.334572,32.624556,n.a.,n.a.
2025-Jun-22,08:00,07 10 16.46,+11 09 49.0,37.389,25.273,17.2174023746199,18.6590764,20.0699,1.2328,0.1406834,92.370594,32.504761,n.a.,n.a.
2025-Jun-22,12:00,07 10 18.76,+11 09 47.7,37.390,25.273,17.2191948635773,18.5855928,19.9464,1.2254,0.1407636,92.406564,32.384885,n.a.,n.a.
2025-Jun-22,16:00,07 10 21.05,+11 09 46.4,37.390,25.273,17.2209802759161,18.5120372,19.8232,1.2181,0.1408429,92.442481,32.264928,n.a.,n.a.
2025-Jun-22,20:00,07 10 23.35,+11 09 45.0,37.391,25.274,17.2227586047676,18.4384108,19.7004,1.2109,0.1409214,92.478347,32.144891,n.a.,n.a.
2025-Jun-23,00:00,07 10 25.64,+11 09 43.6,37.392,25.274,17.2245298433598,18.3647146,19.5780,1.2036,0.1409989,92.514160,32.024775,n.a.,n.a.
2025-Jun-23,04:00,07 10 27.94,+11 09 42.2,37.392,25.274,17.2262939850222,18.2909496,19.4559,1.1963,0.1410754,92.549921,31.904580,n.a.,n.a.
2025-Jun-23,08:00,07 10 30.24,+11 09 40.7,37.393,25.274,17.2280510231904,18.2171170,19.3342,1.1891,0.1411510,92.585630,31.784310,n.a.,n.a.
2025-Jun-23,12:00,07 10 32.54,+11 09 39.3,37.394,25.274,17.2298009514107,18.1432180,19.2129,1.1819,0.1412257,92.621287,31.663963,n.a.,n.a.
2025-Jun-23,16:00,07 10 34.84,+11 09 37.8,37.394,25.274,17.2315437633444,18.0692536,19.0920,1.1747,0.1412995,92.656892,31.543542,n.a.,n.a.
2025-Jun-23,20:00,07 10 37.15,+11 09 36.3,37.395,25.274,17.2332794527716,17.9952253,18.9715,1.1675,0.1413723,92.692445,31.423048,n.a.,n.a.
2025-Jun-24,00:00,07 10 39.45,+11 09 34.8,37.396,25.275,17.2350080135953,17.9211343,18.8514,1.1603,0.1414441,92.727946,31.302482,n.a.,n.a.
2025-Jun-24,04:00,07 10 41.75,+11 09 33.2,37.397,25.275,17.2367294398442,17.8469820,18.7318,1.1532,0.1415150,92.763395,31.181845,n.a.,n.a.
2025-Jun-24,08:00,07 10 44.06,+11 09 31.7,37.397,25.275,17.2384437256763,17.7727696,18.6125,1.1460,0.1415849,92.798791,31.061138,n.a.,n.a.
2025-Jun-24,12:00,07 10 46.37,+11 09 30.1,37.398,25.275,17.2401508653812,17.6984986,18.4937,1.1389,0.1416539,92.834136,30.940362,n.a.,n.a.
2025-Jun-24,16:00,07 10 48.67,+11 09 28.5,37.399,25.275,17.2418508533827,17.6241703,18.3753,1.1318,0.1417220,92.869428,30.819520,n.a.,n.a.
2025-Jun-24,20:00,07 10 50.98,+11 09 26.8,37.399,25.275,17.2435436842404,17.5497863,18.2574,1.1248,0.1417890,92.904667,30.698611,n.a.,n.a.
2025-Jun-25,00:00,07 10 53.29,+11 09 25.2,37.400,25.275,17.2452293526515,17.4753479,18.1399,1.1177,0.1418551,92.939855,30.577637,n.a.,n.a.
2025-Jun-25,04:00,07 10 55.60,+11 09 23.5,37.401,25.275,17.2469078534519,17.4008565,18.0229,1.1107,0.1419203,92.974990,30.456598,n.a.,n.a.
2025-Jun-25,08:00,07 10 57.92,+11 09 21.8,37.402,25.276,17.2485791816167,17.3263137,17.9063,1.1037,0.1419845,93.010073,30.335498,n.a.,n.a.
2025-Jun-25,12:00,07 11 00.23,+11 09 20.1,37.402,25.276,17.2502433322605,17.2517208,17.7903,1.0968,0.1420477,93.045103,30.214335,n.a.,n.a.
2025-Jun-25,16:00,07 11 02.54,+11 09 18.4,37.403,25.276,17.2519003006378,17.1770794,17.6747,1.0898,0.1421099,93.080081,30.093111,n.a.,n.a.
2025-Jun-25,20:00,07 11 04.86,+11 09 16.6,37.404,25.276,17.2535500821417,17.1023908,17.5596,1.0829,0.1421712,93.115007,29.971827,n.a.,n.a.
2025-Jun-26,00:00,07 11 07.17,+11 09 14.8,37.404,25.276,17.2551926723037,17.0276565,17.4451,1.0760,0.1422316,93.149881,29.850484,n.a.,n.a.
2025-Jun-26,04:00,07 11 09.49,+11 09 13.0,37.405,25.276,17.2568280667924,16.9528780,17.3310,1.0692,0.1422909,93.184702,29.729083,n.a.,n.a.
2025-Jun-26,08:00,07 11 11.81,+11 09 11.2,37.406,25.276,17.2584562614117,16.8780565,17.2175,1.0623,0.1423493,93.219471,29.607624,n.a.,n.a.
2025-Jun-26,12:00,07 11 14.13,+11 09 09.3,37.406,25.277,17.2600772520993,16.8031935,17.1046,1.0555,0.1424068,93.254188,29.486109,n.a.,n.a.
2025-Jun-26,16:00,07 11 16.45,+11 09 07.5,37.407,25.277,17.2616910349240,16.7282903,16.9922,1.0487,0.1424632,93.288853,29.364537,n.a.,n.a.
2025-Jun-26,20:00,07 11 18.77,+11 09 05.6,37.408,25.277,17.2632976060840,16.6533483,16.8803,1.0420,0.1425188,93.323466,29.242909,n.a.,n.a.
2025-Jun-27,00:00,07 11 21.09,+11 09 03.7,37.408,25.277,17.2648969619041,16.5783688,16.7691,1.0353,0.1425733,93.358028,29.121227,n.a.,n.a.
2025-Jun-27,04:00,07 11 23.41,+11 09 01.7,37.409,25.277,17.2664890988324,16.5033530,16.6584,1.0286,0.1426269,93.392538,28.999489,n.a.,n.a.
2025-Jun-27,08:00,07 11 25.73,+11 08 59.8,37.410,25.277,17.2680740134378,16.4283022,16.5483,1.0219,0.1426796,93.426997,28.877697,n.a.,n.a.
2025-Jun-27,12:00,07 11 28.05,+11 08 57.8,37.411,25.277,17.2696517024068,16.3532175,16.4389,1.0153,0.1427313,93.461405,28.755852,n.a.,n.a.
2025-Jun-27,16:00,07 11 30.38,+11 08 55.8,37.411,25.277,17.2712221625402,16.2781002,16.3300,1.0087,0.1427820,93.495763,28.633952,n.a.,n.a.
2025-Jun-27,20:00,07 11 32.70,+11 08 53.8,37.412,25.278,17.2727853907494,16.2029514,16.2218,1.0022,0.1428318,93.530070,28.511999,n.a.,n.a.
2025-Jun-28,00:00,07 11 35.03,+11 08 51.7,37.413,25.278,17.2743413840538,16.1277721,16.1142,0.9956,0.1428807,93.564326,28.389993,n.a.,n.a.
2025-Jun-28,04:00,07 11 37.35,+11 08 49.7,37.413,25.278,17.2758901395764,16.0525635,16.0073,0.9892,0.1429286,93.598533,28.267933,n.a.,n.a.
2025-Jun-28,08:00,07 11 39.68,+11 08 47.6,37.414,25.278,17.2774316545412,15.9773266,15.9011,0.9827,0.1429756,93.632690,28.145819,n.a.,n.a.
2025-Jun-28,12:00,07 11 42.01,+11 08 45.5,37.415,25.278,17.2789659262692,15.9020623,15.7956,0.9763,0.1430216,93.666799,28.023653,n.a.,n.a.
2025-Jun-28,16:00,07 11 44.34,+11 08 43.4,37.415,25.278,17.2804929521753,15.8267716,15.6907,0.9699,0.1430667,93.700858,27.901433,n.a.,n.a.
2025-Jun-28,20:00,07 11 46.67,+11 08 41.2,37.416,25.278,17.2820127297647,15.7514555,15.5866,0.9636,0.1431109,93.734869,27.779159,n.a.,n.a.
2025-Jun-29,00:00,07 11 48.99,+11 08 39.1,37.417,25.279,17.2835252566296,15.6761148,15.4832,0.9573,0.1431542,93.768832,27.656831,n.a.,n.a.
2025-Jun-29,04:00,07 11 51.32,+11 08 36.9,37.417,25.279,17.2850305304465,15.6007504,15.3805,0.9511,0.1431965,93.802748,27.534450,n.a.,n.a.
2025-Jun-29,08:00,07 11 53.66,+11 08 34.7,37.418,25.279,17.2865285489723,15.5253631,15.2786,0.9449,0.1432379,93.836616,27.412014,n.a.,n.a.
2025-Jun-29,12:00,07 11 55.99,+11 08 32.4,37.419,25.279,17.2880193100418,15.4499537,15.1775,0.9387,0.1432784,93.870438,27.289523,n.a.,n.a.
2025-Jun-29,16:00,07 11 58.32,+11 08 30.2,37.419,25.279,17.2895028115647,15.3745230,15.0771,0.9326,0.1433179,93.904214,27.166978,n.a.,n.a.
2025-Jun-29,20:00,07 12 00.65,+11 08 27.9,37.420,25.279,17.2909790515225,15.2990716,14.9776,0.9265,0.1433566,93.937943,27.044377,n.a.,n.a.
2025-Jun-30,00:00,07 12 02.98,+11 08 25.6,37.421,25.279,17.2924480279664,15.2236004,14.8789,0.9205,0.1433943,93.971628,26.921721,n.a.,n.a.
2025-Jun-30,04:00,07 12 05.32,+11 08 23.3,37.421,25.279,17.2939097390142,15.1481099,14.7810,0.9145,0.1434312,94.005268,26.799008,n.a.,n.a.
2025-Jun-30,08:00,07 12 07.65,+11 08 21.0,37.422,25.280,17.2953641828482,15.0726009,14.6839,0.9086,0.1434671,94.038864,26.676239,n.a.,n.a.
2025-Jun-30,12:00,07 12 09.98,+11 08 18.6,37.423,25.280,17.2968113577128,14.9970740,14.5878,0.9027,0.1435021,94.072416,26.553412,n.a.,n.a.
2025-Jun-30,16:00,07 12 12.32,+11 08 16.3,37.423,25.280,17.2982512619125,14.9215297,14.4925,0.8969,0.1435362,94.105924,26.430528,n.a.,n.a.
2025-Jun-30,20:00,07 12 14.65,+11 08 13.9,37.424,25.280,17.2996838938095,14.8459687,14.3981,0.8911,0.1435695,94.139391,26.307586,n.a.,n.a.
2025-Jul-01,00:00,07 12 16.99,+11 08 11.5,37.425,25.280,17.3011092518223,14.7703916,14.3047,0.8854,0.1436018,94.172815,26.184585,n.a.,n.a.
2025-Jul-01,04:00,07 12 19.33,+11 08 09.0,37.425,25.280,17.3025273344236,14.6947989,14.2122,0.8797,0.1436332,94.206197,26.061525,n.a.,n.a.
2025-Jul-01,08:00,07 12 21.66,+11 08 06.6,37.426,25.280,17.3039381401385,14.6191912,14.1206,0.8741,0.1436638,94.239538,25.938405,n.a.,n.a.
2025-Jul-01,12:00,07 12 24.00,+11 08 04.1,37.427,25.281,17.3053416675435,14.5435689,14.0300,0.8685,0.1436935,94.272839,25.815225,n.a.,n.a.
2025-Jul-01,16:00,07 12 26.34,+11 08 01.6,37.427,25.281,17.3067379152644,14.4679325,13.9404,0.8630,0.1437222,94.306100,25.691984,n.a.,n.a.
2025-Jul-01,20:00,07 12 28.67,+11 07 59.1,37.428,25.281,17.3081268819756,14.3922827,13.8518,0.8576,0.1437501,94.339321,25.568681,n.a.,n.a.
2025-Jul-02,00:00,07 12 31.01,+11 07 56.5,37.429,25.281,17.3095085663982,14.3166198,13.7643,0.8522,0.1437772,94.372503,25.445316,n.a.,n.a.
2025-Jul-02,04:00,07 12 33.35,+11 07 54.0,37.429,25.281,17.3108829672995,14.2409444,13.6778,0.8469,0.1438033,94.405647,25.321888,n.a.,n.a.
2025-Jul-02,08:00,07 12 35.69,+11 07 51.4,37.430,25.281,17.3122500834913,14.1652568,13.5924,0.8416,0.1438286,94.438753,25.198397,n.a.,n.a.
2025-Jul-02,12:00,07 12 38.03,+11 07 48.8,37.431,25.281,17.3136099138296,14.0895576,13.5081,0.8365,0.1438530,94.471822,25.074842,n.a.,n.a.
2025-Jul-02,16:00,07 12 40.37,+11 07 46.2,37.431,25.282,17.3149624572130,14.0138471,13.4248,0.8313,0.1438765,94.504854,24.951222,n.a.,n.a.
2025-Jul-02,20:00,07 12 42.71,+11 07 43.5,37.432,25.282,17.3163077125824,13.9381259,13.3428,0.8263,0.1438992,94.537850,24.827537,n.a.,n.a.
2025-Jul-03,00:00,07 12 45.05,+11 07 40.9,37.433,25.282,17.3176456789197,13.8623943,13.2618,0.8213,0.1439209,94.570811,24.703786,n.a.,n.a.
2025-Jul-03,04:00,07 12 47.38,+11 07 38.2,37.433,25.282,17.3189763552476,13.7866527,13.1821,0.8164,0.1439419,94.603736,24.579969,n.a.,n.a.
2025-Jul-03,08:00,07 12 49.72,+11 07 35.5,37.434,25.282,17.3202997406285,13.7109016,13.1035,0.8115,0.1439619,94.636627,24.456084,n.a.,n.a.
2025-Jul-03,12:00,07 12 52.07,+11 07 32.8,37.435,25.282,17.3216158341638,13.6351414,13.0262,0.8067,0.1439811,94.669483,24.332131,n.a.,n.a.
2025-Jul-03,16:00,07 12 54.41,+11 07 30.0,37.435,25.283,17.3229246349936,13.5593724,12.9501,0.8020,0.1439995,94.702307,24.208110,n.a.,n.a.
2025-Jul-03,20:00,07 12 56.75,+11 07 27.3,37.436,25.283,17.3242261422958,13.4835951,12.8753,0.7974,0.1440170,94.735097,24.084020,n.a.,n.a.
2025-Jul-04,00:00,07 12 59.09,+11 07 24.5,37.436,25.283,17.3255203552856,13.4078098,12.8017,0.7928,0.1440336,94.767855,23.959860,n.a.,n.a.
2025-Jul-04,04:00,07 13 01.43,+11 07 21.7,37.437,25.283,17.3268072732150,13.3320170,12.7295,0.7884,0.1440494,94.800581,23.835630,n.a.,n.a.
2025-Jul-04,08:00,07 13 03.77,+11 07 18.9,37.438,25.283,17.3280868953721,13.2562169,12.6586,0.7840,0.1440643,94.833276,23.711328,n.a.,n.a.
2025-Jul-04,12:00,07 13 06.11,+11 07 16.0,37.438,25.283,17.3293592210805,13.1804100,12.5890,0.7796,0.1440784,94.865940,23.586955,n.a.,n.a.
2025-Jul-04,16:00,07 13 08.45,+11 07 13.2,37.439,25.283,17.3306242496989,13.1045966,12.5208,0.7754,0.1440917,94.898574,23.462509,n.a.,n.a.
2025-Jul-04,20:00,07 13 10.79,+11 07 10.3,37.440,25.284,17.3318819806204,13.0287771,12.4540,0.7713,0.1441041,94.931178,23.337990,n.a.,n.a.
2025-Jul-05,00:00,07 13 13.13,+11 07 07.4,37.440,25.284,17.3331324132719,12.9529518,12.3886,0.7672,0.1441156,94.963753,23.213397,n.a.,n.a.
2025-Jul-05,04:00,07 13 15.48,+11 07 04.5,37.441,25.284,17.3343755471134,12.8771211,12.3247,0.7632,0.1441264,94.996299,23.088730,n.a.,n.a.
2025-Jul-05,08:00,07 13 17.82,+11 07 01.5,37.442,25.284,17.3356113816376,12.8012853,12.2622,0.7593,0.1441362,95.028818,22.963987,n.a.,n.a.
2025-Jul-05,12:00,07 13 20.16,+11 06 58.6,37.442,25.284,17.3368399163691,12.7254446,12.2012,0.7555,0.1441453,95.061308,22.839169,n.a.,n.a.
2025-Jul-05,16:00,07 13 22.50,+11 06 55.6,37.443,25.284,17.3380611508635,12.6495996,12.1417,0.7518,0.1441535,95.093772,22.714274,n.a.,n.a.
2025-Jul-05,20:00,07 13 24.84,+11 06 52.6,37.444,25.285,17.3392750847072,12.5737504,12.0838,0.7482,0.1441609,95.126210,22.589301,n.a.,n.a.
2025-Jul-06,00:00,07 13 27.18,+11 06 49.6,37.444,25.285,17.3404817175159,12.4978973,12.0273,0.7446,0.1441674,95.158621,22.464250,n.a.,n.a.
2025-Jul-06,04:00,07 13 29.53,+11 06 46.5,37.445,25.285,17.3416810489345,12.4220407,11.9725,0.7412,0.1441731,95.191007,22.339121,n.a.,n.a.
2025-Jul-06,08:00,07 13 31.87,+11 06 43.5,37.445,25.285,17.3428730786357,12.3461809,11.9193,0.7379,0.1441780,95.223368,22.213912,n.a.,n.a.
2025-Jul-06,12:00,07 13 34.21,+11 06 40.4,37.446,25.285,17.3440578063197,12.2703180,11.8676,0.7346,0.1441821,95.255706,22.088622,n.a.,n.a.
2025-Jul-06,16:00,07 13 36.55,+11 06 37.3,37.447,25.286,17.3452352317125,12.1944525,11.8177,0.7315,0.1441854,95.288019,21.963251,n.a.,n.a.
2025-Jul-06,20:00,07 13 38.89,+11 06 34.2,37.447,25.286,17.3464053545657,12.1185845,11.7693,0.7284,0.1441878,95.320309,21.837798,n.a.,n.a.
2025-Jul-07,00:00,07 13 41.23,+11 06 31.1,37.448,25.286,17.3475681746548,12.0427143,11.7227,0.7255,0.1441894,95.352577,21.712263,n.a.,n.a.
2025-Jul-07,04:00,07 13 43.57,+11 06 27.9,37.449,25.286,17.3487236917784,11.9668421,11.6777,0.7226,0.1441902,95.384822,21.586643,n.a.,n.a.
2025-Jul-07,08:00,07 13 45.92,+11 06 24.7,37.449,25.286,17.3498719057575,11.8909682,11.6345,0.7199,0.1441901,95.417046,21.460940,n.a.,n.a.
2025-Jul-07,12:00,07 13 48.26,+11 06 21.5,37.450,25.287,17.3510128164333,11.8150927,11.5930,0.7173,0.1441893,95.449250,21.335150,n.a.,n.a.
2025-Jul-07,16:00,07 13 50.60,+11 06 18.3,37.450,25.287,17.3521464236669,11.7392158,11.5532,0.7147,0.1441877,95.481433,21.209275,n.a.,n.a.
2025-Jul-07,20:00,07 13 52.94,+11 06 15.1,37.451,25.287,17.3532727273377,11.6633379,11.5152,0.7123,0.1441852,95.513596,21.083312,n.a.,n.a.
2025-Jul-08,00:00,07 13 55.28,+11 06 11.8,37.452,25.287,17.3543917273419,11.5874589,11.4791,0.7100,0.1441819,95.545740,20.957261,n.a.,n.a.
2025-Jul-08,04:00,07 13 57.62,+11 06 08.6,37.452,25.287,17.3555034235913,11.5115791,11.4447,0.7078,0.1441779,95.577865,20.831122,n.a.,n.a.
2025-Jul-08,08:00,07 13 59.96,+11 06 05.3,37.453,25.288,17.3566078160120,11.4356985,11.4121,0.7057,0.1441730,95.609972,20.704892,n.a.,n.a.
2025-Jul-08,12:00,07 14 02.30,+11 06 02.0,37.454,25.288,17.3577049045426,11.3598174,11.3814,0.7037,0.1441673,95.642062,20.578571,n.a.,n.a.
2025-Jul-08,16:00,07 14 04.64,+11 05 58.6,37.454,25.288,17.3587946891332,11.2839359,11.3526,0.7019,0.1441608,95.674136,20.452158,n.a.,n.a.
2025-Jul-08,20:00,07 14 06.98,+11 05 55.3,37.455,25.288,17.3598771697434,11.2080539,11.3256,0.7001,0.1441536,95.706192,20.325652,n.a.,n.a.
2025-Jul-09,00:00,07 14 09.32,+11 05 51.9,37.455,25.288,17.3609523463410,11.1321717,11.3005,0.6985,0.1441455,95.738234,20.199052,n.a.,n.a.
2025-Jul-09,04:00,07 14 11.66,+11 05 48.5,37.456,25.289,17.3620202189004,11.0562892,11.2773,0.6969,0.1441366,95.770260,20.072356,n.a.,n.a.
2025-Jul-09,08:00,07 14 13.99,+11 05 45.1,37.457,25.289,17.3630807874012,10.9804066,11.2559,0.6955,0.1441270,95.802272,19.945565,n.a.,n.a.
2025-Jul-09,12:00,07 14 16.33,+11 05 41.7,37.457,25.289,17.3641340518261,10.9045237,11.2366,0.6942,0.1441165,95.834270,19.818675,n.a.,n.a.
2025-Jul-09,16:00,07 14 18.67,+11 05 38.3,37.458,25.289,17.3651800121599,10.8286407,11.2191,0.6931,0.1441053,95.866255,19.691688,n.a.,n.a.
2025-Jul-09,20:00,07 14 21.01,+11 05 34.8,37.459,25.290,17.3662186683874,10.7527576,11.2036,0.6920,0.1440932,95.898228,19.564600,n.a.,n.a.
2025-Jul-10,00:00,07 14 23.35,+11 05 31.3,37.459,25.290,17.3672500204922,10.6768743,11.1900,0.6911,0.1440804,95.930189,19.437412,n.a.,n.a.
2025-Jul-10,04:00,07 14 25.68,+11 05 27.8,37.460,25.290,17.3682740684547,10.6009907,11.1784,0.6902,0.1440668,95.962138,19.310121,n.a.,n.a.
